rank,lat_cell,lon_cell,records,active_days,priority_score_0_100,police_station,junction,peak_hour_IST,peak_hour_count,peak_hour_share,top_weekday,avg_violation_severity_1_5,avg_vehicle_obstruction_1_5,top_violations,top_vehicle_types,sample_location
72,12.973,77.578,532,96,38.72,Upparpet,BTP044 - Sagar Theatre Junction,09:00-09:59,102,0.1917,Sunday,2.09,1.71,WRONG PARKING (377); NO PARKING (158); PARKING IN A MAIN ROAD (15),SCOOTER (235); MOTOR CYCLE (88); CAR (86),"Hospital Road, Kempegowda Maharaja Complex, Kempegowda Extension, Chickpete, Bengaluru, Karnataka. Pin-560009 (India)"
73,12.996,77.668,824,110,38.72,Mahadevapura,No Junction,10:00-10:59,139,0.1687,Saturday,3.88,2.04,WRONG PARKING (508); PARKING IN A MAIN ROAD (467); NO PARKING (404),SCOOTER (257); PASSENGER AUTO (158); MOTOR CYCLE (150),"Old Madras Road, Royal Heritage, Pai Layout, Mahadevapura, Bengaluru, Karnataka. Pin-560016 (India)"
74,12.982,77.607,623,83,38.7,Shivajinagar,BTP051 - Safina Plaza Junction,08:00-08:59,154,0.2472,Sunday,2.2,1.77,WRONG PARKING (451); NO PARKING (172); PARKING IN A MAIN ROAD (33),SCOOTER (287); CAR (200); MOTOR CYCLE (88),"Dispensary Road, Tasker Town, Shivaji Nagar, Bengaluru, Karnataka. Pin-560001 (India)"
75,12.978,77.576,502,102,38.64,Upparpet,BTP040 - Elite Junction,10:00-10:59,78,0.1554,Saturday,2.08,1.58,NO PARKING (322); WRONG PARKING (180); PARKING IN A MAIN ROAD (13),SCOOTER (217); MOTOR CYCLE (125); CAR (69),"Subedar Chatram Road, RK Puram, Gandhi Nagar, Bengaluru, Karnataka. Pin-560009 (India)"
76,12.981,77.611,591,80,38.53,Shivajinagar,BTP051 - Safina Plaza Junction,10:00-10:59,152,0.2572,Sunday,2.06,2.18,WRONG PARKING (483); NO PARKING (108); DEFECTIVE NUMBER PLATE (22),PASSENGER AUTO (326); SCOOTER (120); CAR (93),"Dickenson Road, Sri Nagamma Devi Circle, Sivanchetti Gardens, Bengaluru, Karnataka. Pin-560042 (India)"
77,13.009,77.555,851,79,38.41,Malleshwaram,"BTP001 - 10th Cross, Dr. Rajkumar Road",10:00-10:59,166,0.1951,Wednesday,2.0,1.55,WRONG PARKING (605); NO PARKING (246); DEFECTIVE NUMBER PLATE (2),SCOOTER (453); CAR (221); MOTOR CYCLE (161),"Pipeline Road, Dr Rajkumar Road 17th Cross Junction, Rajaji Nagar, Bengaluru, Karnataka. Pin-560010 (India)"
78,12.998,77.553,593,98,38.34,Malleshwaram,BTP008 - Navarang Theatre,08:00-08:59,97,0.1636,Sunday,2.01,1.4,WRONG PARKING (545); NO PARKING (48); DEFECTIVE NUMBER PLATE (16),SCOOTER (302); MOTOR CYCLE (162); CAR (78),"80 Feet Ring Road, Navarang Circle, Rajaji Nagar, Bengaluru, Karnataka. Pin-560010 (India)"
79,12.982,77.606,1117,61,38.29,Shivajinagar,BTP051 - Safina Plaza Junction,10:00-10:59,304,0.2722,Sunday,2.11,1.08,WRONG PARKING (735); NO PARKING (382); DEFECTIVE NUMBER PLATE (59),SCOOTER (754); MOTOR CYCLE (309); CAR (28),"Hospital Cross Road, Tasker Town, Shivaji Nagar, Bengaluru, Karnataka. Pin-560001 (India)"
80,12.961,77.578,383,97,38.22,City Market,BTP082 - KR Market Junction,06:00-06:59,87,0.2272,Sunday,2.05,1.87,WRONG PARKING (374); DEFECTIVE NUMBER PLATE (19); NO PARKING (9),SCOOTER (161); PASSENGER AUTO (67); MOTOR CYCLE (50),"Kalasipalyam Main Road, Mothinagar, Kalasipalyam, Bengaluru, Karnataka. Pin-560002 (India)"
81,12.981,77.598,974,75,37.93,Shivajinagar,BTP042 - Minsk Square Junction (CTO),05:00-05:59,190,0.1951,Thursday,2.01,1.07,NO PARKING (529); WRONG PARKING (445); DEFECTIVE NUMBER PLATE (44),SCOOTER (708); MOTOR CYCLE (229); CAR (19),"Cunningham Road, Mantri Altiue Apartment, Shivaji Nagar, Bengaluru, Karnataka. Pin-560001 (India)"
82,12.993,77.553,397,60,37.86,Rajajinagar,"BTP011 - RR Kalyana Mantapa, Dr. Rajkumar Road",03:00-03:59,175,0.4408,Thursday,2.0,3.12,WRONG PARKING (392); NO PARKING (5); DEFECTIVE NUMBER PLATE (1),CAR (205); MAXI-CAB (74); LGV (34),"17th Main Road, KPTCL Quarters, Block 2, Rajaji Nagar, Bengaluru, Karnataka. Pin-560010 (India)"
83,12.978,77.578,339,77,37.75,Upparpet,BTP058 - Subbanna Junction,01:00-01:59,127,0.3746,Friday,2.0,2.48,NO PARKING (208); WRONG PARKING (131); DEFECTIVE NUMBER PLATE (4),CAR (236); SCOOTER (55); MOTOR CYCLE (23),"4th Main Road, Sri Kanakadasa Circle, Gandhi Nagar, Bengaluru, Karnataka. Pin-560009 (India)"
84,12.94,77.696,969,40,37.71,HAL Old Airport,No Junction,08:00-08:59,383,0.3953,Thursday,4.91,2.98,WRONG PARKING (944); PARKING IN A MAIN ROAD (939); NO PARKING (77),CAR (646); PASSENGER AUTO (202); BUS (BMTC/KSRTC) (41),"Kadubeesanahalli Underpass, Kadubisanahalli Junction, Kadubisanahalli, Bengaluru, Karnataka. Pin-560103 (India)"
85,12.979,77.577,416,90,37.6,Upparpet,BTP058 - Subbanna Junction,01:00-01:59,61,0.1466,Sunday,2.02,2.34,NO PARKING (233); WRONG PARKING (183); DEFECTIVE NUMBER PLATE (8),CAR (203); SCOOTER (85); PASSENGER AUTO (48),"5th Main Road, R Subanna Circle, Gandhi Nagar, Bengaluru, Karnataka. Pin-560001 (India)"
86,12.959,77.576,473,77,37.48,City Market,BTP104 - Medical College Circle,13:00-13:59,100,0.2114,Friday,2.04,2.58,WRONG PARKING (464); NO PARKING (16); DEFECTIVE NUMBER PLATE (7),LGV (125); SCOOTER (120); GOODS AUTO (92),"Tippu Sultan Palace Road, Bangalore Medical College & Research Institute, Bengaluru, Karnataka. Pin-560002 (India)"
87,12.959,77.577,432,82,37.45,City Market,BTP104 - Medical College Circle,04:00-04:59,76,0.1759,Sunday,2.03,2.57,WRONG PARKING (407); NO PARKING (30); PARKING IN A MAIN ROAD (5),CAR (87); SCOOTER (87); PASSENGER AUTO (83),"Tippu Sultan Palace Road, Kalasipalyam, Bengaluru, Karnataka. Pin-560002 (India)"
88,13.012,77.554,984,131,37.39,Malleshwaram,No Junction,09:00-09:59,174,0.1768,Monday,2.02,2.08,WRONG PARKING (574); NO PARKING (413); DEFECTIVE NUMBER PLATE (20),PASSENGER AUTO (350); SCOOTER (227); CAR (206),"80 Feet Ring Road, Orion, Brigade Gateway, Malleshwaram West, Bengaluru, Karnataka. Pin-560055 (India)"
89,12.955,77.586,233,90,37.37,Wilson Garden,BTP192 - Urvashi Theater,02:00-02:59,54,0.2318,Sunday,2.01,2.55,NO PARKING (225); WRONG PARKING (8); DEFECTIVE NUMBER PLATE (4),CAR (165); SCOOTER (41); PASSENGER AUTO (10),"Lalbagh Main Road, Dr Sri Shantaveera Swami Circle, Mavalli, Bengaluru, Karnataka. Pin-560004 (India)"
90,13.001,77.55,380,86,37.32,Malleshwaram,"BTP026 - 1st Block Junction, Rajajinagar",08:00-08:59,81,0.2132,Thursday,2.01,2.3,WRONG PARKING (294); NO PARKING (86); PARKING IN A MAIN ROAD (1),CAR (238); SCOOTER (94); MOTOR CYCLE (33),"19th Main Road, Block 1, Rajaji Nagar, Bengaluru, Karnataka. Pin-560010 (India)"
91,12.979,77.581,541,84,37.21,Upparpet,BTP058 - Subbanna Junction,02:00-02:59,96,0.1774,Wednesday,2.0,1.93,NO PARKING (368); WRONG PARKING (173); DEFECTIVE NUMBER PLATE (26),SCOOTER (219); CAR (189); MOTOR CYCLE (69),"Vajreshwari Road, Railway Officers Enclave, Gandhi Nagar, Bengaluru, Karnataka. Pin-560009 (India)"
92,12.997,77.548,485,85,37.15,Vijayanagara,BTP205 - Modi Hospital Junction,10:00-10:59,86,0.1773,Thursday,2.27,1.66,WRONG PARKING (302); NO PARKING (184); PARKING IN A MAIN ROAD (43),SCOOTER (229); CAR (150); MOTOR CYCLE (87),"Padmabhushan Dr MC Modi Road, Phase 1, Manjunatha Nagar, Rajaji Nagar, Bengaluru, Karnataka. Pin-560010 (India)"
93,12.979,77.573,321,84,37.09,Upparpet,BTP057 - Anand Rao Junction,10:00-10:59,37,0.1153,Tuesday,2.03,3.02,WRONG PARKING (273); NO PARKING (48); DEFECTIVE NUMBER PLATE (10),CAR (172); PASSENGER AUTO (38); PRIVATE BUS (25),"Dhanvanthri Road, Majestic, Bengaluru, Karnataka. Pin-560023 (India)"
94,12.963,77.577,333,79,37.04,City Market,BTP082 - KR Market Junction,22:00-22:59,58,0.1742,Wednesday,2.45,2.35,WRONG PARKING (294); PARKING IN A MAIN ROAD (48); NO PARKING (42),CAR (108); PASSENGER AUTO (107); SCOOTER (79),"Kalasipalyam Main Road, City Market Circle, Bengaluru, Karnataka. Pin-560002 (India)"
95,12.971,77.598,448,83,36.9,Cubbon Park,BTP063 - Siddalingaiah Circle,11:00-11:59,89,0.1987,Thursday,2.08,1.98,NO PARKING (403); WRONG PARKING (45); PARKING IN A MAIN ROAD (12),CAR (195); SCOOTER (136); MOTOR CYCLE (77),"Walton Road, Walton Road Circle, Shanthala Nagar, Bengaluru, Karnataka. Pin-560001 (India)"
96,13.008,77.548,366,65,36.82,Rajajinagar,BTP023 - Mahalaxmi Layout Entrance,10:00-10:59,261,0.7131,Tuesday,2.01,1.02,WRONG PARKING (291); NO PARKING (75); DEFECTIVE NUMBER PLATE (28),SCOOTER (280); MOTOR CYCLE (82); CAR (2),"1st Main Road, Block 1R, Rajaji Nagar, Bengaluru, Karnataka. Pin-560010 (India)"
97,12.966,77.574,269,61,36.71,Chamarajpet,"BTP083 - AS Char Street, Mysore Road",08:00-08:59,51,0.1896,Sunday,3.09,2.6,WRONG PARKING (196); PARKING IN A MAIN ROAD (91); NO PARKING (74),PASSENGER AUTO (71); SCOOTER (55); LGV (52),"AS Char Main Road, Sultanpete, Bengaluru, Karnataka. Pin-560053 (India)"
98,12.964,77.583,306,75,36.58,Halasuru Gate,"BTP080 - NR Road, SP Road Junction",10:00-10:59,80,0.2614,Saturday,2.11,2.57,WRONG PARKING (186); NO PARKING (120); PARKING IN A MAIN ROAD (11),CAR (122); SCOOTER (55); LGV (45),"Silver Jubilee Park Road, Shoukath Mohalla, Nagartapete, Bengaluru, Karnataka. Pin-560002 (India)"
99,12.967,77.574,302,74,36.55,Chamarajpet,"BTP083 - AS Char Street, Mysore Road",03:00-03:59,45,0.149,Sunday,2.39,2.78,WRONG PARKING (156); NO PARKING (147); PARKING IN A MAIN ROAD (39),LGV (94); CAR (63); SCOOTER (59),"AS Char Main Road, Sultanpete, Bengaluru, Karnataka. Pin-560053 (India)"
100,12.983,77.611,1123,114,36.4,Shivajinagar,No Junction,10:00-10:59,237,0.211,Sunday,2.21,1.72,NO PARKING (640); WRONG PARKING (484); PARKING NEAR ROAD CROSSING (41),SCOOTER (516); CAR (225); PASSENGER AUTO (209),"Kamaraj Road, Sri Nagamma Devi Circle, Sivanchetti Gardens, Bengaluru, Karnataka. Pin-560042 (India)"
101,12.964,77.58,212,76,36.37,Halasuru Gate,BTP082 - KR Market Junction,07:00-07:59,39,0.184,Sunday,2.19,3.04,NO PARKING (121); WRONG PARKING (91); PARKING IN A MAIN ROAD (13),CAR (111); LGV (41); PASSENGER AUTO (24),"Silver Jubilee Park Road, Dodpete, Nagartapete, Bengaluru, Karnataka. Pin-560002 (India)"
102,12.976,77.561,376,87,36.29,Magadi Road,BTP074 - Leprosy Hospital Junction,10:00-10:59,63,0.1676,Saturday,2.25,1.6,WRONG PARKING (287); NO PARKING (90); PARKING IN A MAIN ROAD (31),SCOOTER (196); PASSENGER AUTO (62); MOTOR CYCLE (42),"G Narayana Kumar Road, Annapurneshwari Industrial Area, Magadi Road Area, Bengaluru, Karnataka. Pin-560023 (India)"
103,12.975,77.579,266,78,36.24,Upparpet,BTP044 - Sagar Theatre Junction,08:00-08:59,77,0.2895,Tuesday,2.05,2.3,WRONG PARKING (162); NO PARKING (104); PARKING IN A MAIN ROAD (4),CAR (119); SCOOTER (63); PASSENGER AUTO (29),"1st Main Road, Sagar Theatre Junction, Gandhi Nagar, Bengaluru, Karnataka. Pin-560009 (India)"
104,12.984,77.605,295,73,36.16,Shivajinagar,BTP211 - Central Street Junction,03:00-03:59,50,0.1695,Sunday,2.82,1.94,WRONG PARKING (249); PARKING IN A MAIN ROAD (69); NO PARKING (47),SCOOTER (104); CAR (79); PASSENGER AUTO (54),"MPV Road, Chandni Chowk, Bengaluru, Karnataka. Pin-560051 (India)"
105,13.012,77.553,786,125,36.01,Malleshwaram,No Junction,10:00-10:59,132,0.1679,Sunday,2.02,2.62,NO PARKING (433); WRONG PARKING (353); DEFECTIVE NUMBER PLATE (15),CAR (559); SCOOTER (77); PASSENGER AUTO (63),"Da Ra Bendre Road, Phoenix Kessaku, Rajaji Nagar, Bengaluru, Karnataka. Pin-560010 (India)"
106,12.971,77.576,357,80,35.93,City Market,BTP043 - Upparpet Junction,09:00-09:59,66,0.1849,Tuesday,2.01,2.24,WRONG PARKING (310); NO PARKING (47); DEFECTIVE NUMBER PLATE (9),PASSENGER AUTO (99); SCOOTER (97); LGV (70),"AS Char Main Road, Chickpete, Bengaluru, Karnataka. Pin-560053 (India)"
107,12.981,77.558,321,89,35.85,Magadi Road,BTP010 - Rajajinagar Entrance,12:00-12:59,42,0.1308,Tuesday,2.3,1.57,NO PARKING (233); WRONG PARKING (88); PARKING IN A MAIN ROAD (26),SCOOTER (160); MOTOR CYCLE (59); PASSENGER AUTO (44),"80 Feet Ring Road, SSI Industrial Area, Block 5, Rajaji Nagar, Bengaluru, Karnataka. Pin-560010 (India)"
108,13.012,77.552,786,124,35.68,Malleshwaram,No Junction,10:00-10:59,126,0.1603,Sunday,2.04,2.54,WRONG PARKING (455); NO PARKING (334); DEFECTIVE NUMBER PLATE (14),CAR (461); PASSENGER AUTO (144); SCOOTER (80),"Da Ra Bendre Road, Kirloskar Foundry, Yeshwanthpur Suburb Stage 2, Yeshwanthpur, Bengaluru, Karnataka. Pin-560022 (India"
109,12.976,77.579,257,79,35.68,Upparpet,BTP044 - Sagar Theatre Junction,09:00-09:59,61,0.2374,Tuesday,2.05,2.26,NO PARKING (143); WRONG PARKING (114); PARKING ON FOOTPATH (9),CAR (134); SCOOTER (60); MOTOR CYCLE (28),"1st Main Road, Maharani College Junction, Gandhi Nagar, Bengaluru, Karnataka. Pin-560009 (India)"
110,12.979,77.607,325,78,35.65,Shivajinagar,BTP051 - Safina Plaza Junction,10:00-10:59,62,0.1908,Sunday,2.02,2.32,NO PARKING (190); WRONG PARKING (136); DEFECTIVE NUMBER PLATE (7),CAR (159); SCOOTER (79); PASSENGER AUTO (37),"Main Guard Cross Road, Tasker Town, Shivaji Nagar, Bengaluru, Karnataka. Pin-560001 (India)"
111,12.973,77.581,361,78,35.54,Upparpet,BTP038 - Mysore Bank Junction,07:00-07:59,58,0.1607,Wednesday,2.1,2.14,WRONG PARKING (211); NO PARKING (150); DEFECTIVE NUMBER PLATE (11),PASSENGER AUTO (109); CAR (104); SCOOTER (87),"Kempegowda Road, Mysore Bank Circle, Chickpete, Bengaluru, Karnataka. Pin-560009 (India)"
112,13.0,77.677,777,82,35.53,Mahadevapura,No Junction,01:00-01:59,190,0.2445,Tuesday,3.48,2.73,NO PARKING (554); PARKING IN A MAIN ROAD (323); WRONG PARKING (238),PASSENGER AUTO (379); CAR (260); MAXI-CAB (59),"Outer Ring Road, Venkatappa Colony, Mahadevapura, Bengaluru, Karnataka. Pin-560016 (India)"
113,12.969,77.537,479,84,35.45,Vijayanagara,"BTP022 - Marenahalli Junction, Vijayanagar",05:00-05:59,82,0.1712,Saturday,2.06,1.23,WRONG PARKING (349); NO PARKING (134); DEFECTIVE NUMBER PLATE (13),SCOOTER (289); MOTOR CYCLE (129); CAR (46),"1st Main Road, Police Quarters, Vijaya Nagar, Bengaluru, Karnataka. Pin-560040 (India)"
114,12.959,77.578,368,76,35.42,City Market,BTP118 - Basappa Circle,11:00-11:59,59,0.1603,Wednesday,2.18,2.07,WRONG PARKING (324); NO PARKING (69); PARKING IN A MAIN ROAD (22),SCOOTER (105); PASSENGER AUTO (70); CAR (53),"Kalasipalyam Main Road, Kalasipalyam, Bengaluru, Karnataka. Pin-560002 (India)"
115,12.984,77.578,250,79,35.27,High ground,BTP054 - Shivananda Circle,08:00-08:59,35,0.14,Wednesday,2.06,2.55,NO PARKING (210); WRONG PARKING (41); DEFECTIVE NUMBER PLATE (6),CAR (153); SCOOTER (38); PASSENGER AUTO (24),"Kumar Krupa Road, Padmashree RMP Aaradhya Circle, Gandhi Nagar, Bengaluru, Karnataka. Pin-560001 (India)"
116,12.981,77.603,393,78,35.24,Shivajinagar,BTP211 - Central Street Junction,10:00-10:59,57,0.145,Thursday,2.19,1.81,WRONG PARKING (378); PARKING ON FOOTPATH (16); NO PARKING (15),SCOOTER (168); CAR (79); MOTOR CYCLE (54),"Infantry Road, Prestige Central, Shivaji Nagar, Bengaluru, Karnataka. Pin-560001 (India)"
117,13.002,77.55,322,69,35.2,Malleshwaram,"BTP026 - 1st Block Junction, Rajajinagar",07:00-07:59,73,0.2267,Sunday,2.0,2.56,WRONG PARKING (220); NO PARKING (102),CAR (237); SCOOTER (56); MOTOR CYCLE (11),"19th Main Road, Ketamaranahalli, Block 1, Rajaji Nagar, Bengaluru, Karnataka. Pin-560010 (India)"
118,12.99,77.551,194,53,35.12,Rajajinagar,"BTP170 - Dr. Bheem Rao Palace, Chord Road",02:00-02:59,46,0.2371,Tuesday,2.82,2.82,WRONG PARKING (150); PARKING IN A MAIN ROAD (51); NO PARKING (44),CAR (120); MAXI-CAB (17); LGV (13),"Chord Road, Shivanahalli Junction, Rajaji Nagar, Bengaluru, Karnataka. Pin-560010 (India)"
119,12.978,77.581,190,70,35.03,Upparpet,BTP044 - Sagar Theatre Junction,08:00-08:59,42,0.2211,Tuesday,2.04,2.9,WRONG PARKING (113); NO PARKING (77); PARKING IN A MAIN ROAD (2),CAR (127); PASSENGER AUTO (16); PRIVATE BUS (10),"1st Main Road, Jakkarayana Kere, Gandhi Nagar, Bengaluru, Karnataka. Pin-560009 (India)"
120,12.964,77.581,176,67,34.99,Halasuru Gate,"BTP080 - NR Road, SP Road Junction",07:00-07:59,34,0.1932,Sunday,2.15,3.11,NO PARKING (89); WRONG PARKING (87); PARKING IN A MAIN ROAD (9),CAR (100); LGV (28); PASSENGER AUTO (17),"Silver Jubilee Park Road, Gollarpet, Nagartapete, Bengaluru, Karnataka. Pin-560002 (India)"
121,12.944,77.571,284,86,34.94,Basavanagudi,BTP108 - Tagore Park Junction,11:00-11:59,47,0.1655,Sunday,2.16,1.51,WRONG PARKING (255); NO PARKING (30); PARKING IN A MAIN ROAD (15),SCOOTER (179); CAR (60); MOTOR CYCLE (33),"Sri DV Gundappa Road, Shopper Junction, Basavanagudi, Bengaluru, Karnataka. Pin-560004 (India)"
122,12.983,77.607,490,72,34.93,Shivajinagar,BTP051 - Safina Plaza Junction,11:00-11:59,157,0.3204,Wednesday,2.02,1.05,WRONG PARKING (487); DEFECTIVE NUMBER PLATE (70); NO PARKING (3),SCOOTER (395); MOTOR CYCLE (80); PASSENGER AUTO (5),"Aruna Chouhan Muduar Road, Tasker Town, Shivaji Nagar, Bengaluru, Karnataka. Pin-560001 (India)"
123,12.998,77.549,378,83,34.92,Vijayanagara,BTP027 - Modi Bridge Junction,05:00-05:59,55,0.1455,Wednesday,2.1,1.51,WRONG PARKING (266); NO PARKING (112); PARKING IN A MAIN ROAD (13),SCOOTER (179); MOTOR CYCLE (81); CAR (65),"Padmabhushan Dr MC Modi Road, Phase 1, Manjunatha Nagar, Rajaji Nagar, Bengaluru, Karnataka. Pin-560010 (India)"
124,12.963,77.576,242,47,34.78,City Market,BTP082 - KR Market Junction,22:00-22:59,125,0.5165,Tuesday,2.14,2.49,WRONG PARKING (217); NO PARKING (25); PARKING IN A MAIN ROAD (9),CAR (105); SCOOTER (52); PASSENGER AUTO (29),"KR Main Road, City Market Circle, Bengaluru, Karnataka. Pin-560002 (India)"
125,12.953,77.542,196,61,34.71,Byatarayanapura,BTP096 - Gali Anjaneya Temple,01:00-01:59,36,0.1837,Friday,2.79,2.38,NO PARKING (101); WRONG PARKING (95); PARKING IN A MAIN ROAD (46),PASSENGER AUTO (77); CAR (41); SCOOTER (28),"Mysore Road, Iyannashetty Layout, New Timber Yard Layout, Bengaluru, Karnataka. Pin-560026 (India)"
126,12.985,77.602,104,43,34.69,Shivajinagar,BTP211 - Central Street Junction,11:00-11:59,19,0.1827,Sunday,3.56,2.8,WRONG PARKING (88); PARKING IN A MAIN ROAD (47); NO PARKING (16),CAR (56); PASSENGER AUTO (26); LGV (8),"Chikka Bazar Road, Balappa Garden, Shivaji Nagar, Bengaluru, Karnataka. Pin-560051 (India)"
127,12.964,77.582,178,64,34.6,Halasuru Gate,"BTP080 - NR Road, SP Road Junction",11:00-11:59,45,0.2528,Sunday,2.12,2.86,NO PARKING (91); WRONG PARKING (87); PARKING IN A MAIN ROAD (7),CAR (96); LGV (26); SCOOTER (16),"Silver Jubilee Park Road, Thigalarpet, Nagartapete, Bengaluru, Karnataka. Pin-560002 (India)"
128,12.982,77.609,272,82,34.49,Shivajinagar,BTP051 - Safina Plaza Junction,11:00-11:59,67,0.2463,Sunday,2.06,1.33,WRONG PARKING (253); NO PARKING (20); DEFECTIVE NUMBER PLATE (13),SCOOTER (169); MOTOR CYCLE (50); CAR (26),"Commercial Street, Tasker Town, Shivaji Nagar, Bengaluru, Karnataka. Pin-560001 (India)"
129,13.011,77.551,265,73,34.49,Malleshwaram,BTP023 - Mahalaxmi Layout Entrance,06:00-06:59,34,0.1283,Monday,2.05,2.58,WRONG PARKING (190); NO PARKING (75); DEFECTIVE NUMBER PLATE (3),CAR (115); PASSENGER AUTO (79); MAXI-CAB (22),"Da Ra Bendre Road, Kirloskar Foundry, Yeshwanthpur Suburb Stage 2, Yeshwanthpur, Bengaluru, Karnataka. Pin-560022 (India"
130,12.972,77.658,1165,98,34.44,Jeevanbheemanagar,No Junction,07:00-07:59,192,0.1648,Thursday,2.34,1.68,NO PARKING (1148); PARKING NEAR BUSTOP/SCHOOL/HOSPITAL ETC (90); DEFECTIVE NUMBER PLATE (78),SCOOTER (486); CAR (319); MOTOR CYCLE (249),"Pusa Thippasandra Main Road, Nada Prabhu Kempegowda Circle, New Thippasandra, Bengaluru, Karnataka. Pin-560075 (India)"
131,13.008,77.571,876,116,34.34,Malleshwaram,No Junction,09:00-09:59,120,0.137,Sunday,2.0,2.22,WRONG PARKING (640); NO PARKING (236); DEFECTIVE NUMBER PLATE (5),CAR (478); SCOOTER (217); MOTOR CYCLE (109),"Sri Venkataranga Ayangar Road, Malleshwaram 18th Cross Junction, Malleshwaram West, Bengaluru, Karnataka. Pin-560055 (In"
132,12.981,77.575,245,74,34.28,Upparpet,BTP057 - Anand Rao Junction,03:00-03:59,35,0.1429,Sunday,2.04,2.42,WRONG PARKING (225); DEFECTIVE NUMBER PLATE (21); NO PARKING (20),PASSENGER AUTO (123); CAR (40); SCOOTER (38),"Seshadri Road, Anand Rao Circle, Gandhi Nagar, Bengaluru, Karnataka. Pin-560009 (India)"
133,12.975,77.582,201,56,34.13,Upparpet,BTP038 - Mysore Bank Junction,04:00-04:59,55,0.2736,Thursday,2.25,2.76,WRONG PARKING (180); NO PARKING (21); PARKING IN A MAIN ROAD (17),CAR (96); PASSENGER AUTO (56); MAXI-CAB (18),"Y Ramachandra Road, Maharani College Junction, Gandhi Nagar, Bengaluru, Karnataka. Pin-560009 (India)"
134,12.977,77.575,202,77,34.11,Upparpet,BTP045 - Danvanthri Road Junction,10:00-10:59,26,0.1287,Saturday,2.13,2.24,WRONG PARKING (129); NO PARKING (73); DEFECTIVE NUMBER PLATE (12),CAR (52); SCOOTER (51); PASSENGER AUTO (41),"Major T Ramachandrappa Road, RK Puram, Gandhi Nagar, Bengaluru, Karnataka. Pin-560009 (India)"
135,12.976,77.581,267,54,34.1,Upparpet,BTP038 - Mysore Bank Junction,04:00-04:59,68,0.2547,Wednesday,2.01,3.07,WRONG PARKING (262); DEFECTIVE NUMBER PLATE (6); NO PARKING (5),CAR (115); LGV (40); PASSENGER AUTO (34),"Y Ramachandra Road, Maharani College Junction, Gandhi Nagar, Bengaluru, Karnataka. Pin-560009 (India)"
136,12.95,77.7,508,58,33.92,HAL Old Airport,No Junction,03:00-03:59,200,0.3937,Thursday,4.04,3.02,WRONG PARKING (388); PARKING IN A MAIN ROAD (345); NO PARKING (125),CAR (263); BUS (BMTC/KSRTC) (103); MOTOR CYCLE (40),"Outer Ring Road, Soulspace Paradigm, Marathahalli Village, Marathahalli, Bengaluru, Karnataka. Pin-560037 (India)"
137,12.967,77.578,334,75,33.89,City Market,BTP082 - KR Market Junction,09:00-09:59,56,0.1677,Tuesday,2.08,1.62,WRONG PARKING (295); NO PARKING (39); DEFECTIVE NUMBER PLATE (8),SCOOTER (170); MOPED (35); MOTOR CYCLE (35),"Avenue Road, Medarpet, Nagartapete, Bengaluru, Karnataka. Pin-560002 (India)"
138,12.978,77.571,221,48,33.88,Chamarajpet,BTP048 - Shanthala Junction,08:00-08:59,30,0.1357,Monday,3.13,2.46,NO PARKING (158); WRONG PARKING (102); PARKING IN A MAIN ROAD (78),PASSENGER AUTO (199); CAR (9); SCOOTER (7),"Rao Bahadur DGT Road, Majestic Circle, Majestic, Bengaluru, Karnataka. Pin-560023 (India)"
139,12.972,77.538,260,71,33.87,Vijayanagara,BTP028 - Vijayanagar Bus Stand Junction,10:00-10:59,57,0.2192,Friday,2.03,2.0,WRONG PARKING (157); NO PARKING (103); DEFECTIVE NUMBER PLATE (6),CAR (116); SCOOTER (98); MOTOR CYCLE (25),"17th Cross Road, MRCR Extension, Vijaya Nagar, Bengaluru, Karnataka. Pin-560040 (India)"
140,13.0,77.551,274,64,33.83,Malleshwaram,"BTP182 - 19th Main Junction, Rajajinagar",08:00-08:59,52,0.1898,Sunday,2.0,2.58,WRONG PARKING (189); NO PARKING (85); DEFECTIVE NUMBER PLATE (3),CAR (209); SCOOTER (37); MOTOR CYCLE (16),"19th Main Road, Block 1, Rajaji Nagar, Bengaluru, Karnataka. Pin-560010 (India)"
141,12.978,77.573,167,65,33.82,Upparpet,BTP057 - Anand Rao Junction,11:00-11:59,20,0.1198,Thursday,2.15,3.06,WRONG PARKING (136); NO PARKING (31); PARKING IN A MAIN ROAD (7),CAR (73); PASSENGER AUTO (24); PRIVATE BUS (13),"Major T Ramachandrappa Road, AT Extension, Gandhi Nagar, Bengaluru, Karnataka. Pin-560009 (India)"
142,12.981,77.599,571,61,33.78,Shivajinagar,BTP042 - Minsk Square Junction (CTO),04:00-04:59,165,0.289,Thursday,2.01,1.06,WRONG PARKING (465); NO PARKING (106); DEFECTIVE NUMBER PLATE (16),SCOOTER (409); MOTOR CYCLE (141); CAR (14),"Cunningham Road, Mantri Altiue Apartment, Shivaji Nagar, Bengaluru, Karnataka. Pin-560001 (India)"
